STATUS,INPUT
F,"Sars-cov-2 infects monocytes and macrophages, a cytopathic effect",
T,Rapid clinical deterioration of severe covid-19 may be associated with stroke,
F,Rapid clinical deterioration of severe covid-19 may be associated with pneumonia,
T,Distinct phenotypes of sars-cov-2 isolates reveal viral traits critical for replication in primary human respiratory cells,
F,Distinct phenotypes of sars-cov-2 isolates reveal viral traits critical for pathogenicity in primary human respiratory cells,
F,Distinct phenotypes of sars-cov-2 isolates reveal viral traits critical for infection in primary human respiratory cells,
F,Distinct phenotypes of sars-cov-2 isolates reveal viral traits critical for mortality in primary human respiratory cells,
T,Esc council on hypertension says ace-i and arbs do not increase covid-19 mortality,
F,Esc council on hypertension says ace-i and arbs do and increase covid-19 mortality,
F,Esc council on hypertension says ace-i and arbs do also increase covid-19 mortality,
F,Esc council on hypertension says ace-i and arbs do significantly increase covid-19 mortality,
T,Coronavirus threatens small businesses,
F,Coronavirus threatens worldwide businesses,
F,Coronavirus threatens globally businesses,
T,Deaths in new york city are more than double the usual total,
F,Deaths in new york city are more than below the usual total,
F,Children in new york city are more than double the usual total,
F,Patients in new york city are more than double the usual total,
T,Covid-19 racial disparities could be worsened by location of test sites,
F,Covid-19 racial disparities cannot be worsened by location of test sites,
F,Covid-19 racial disparities could be assessed by location of test sites,
F,Covid-19 racial disparities could be defined by location of test sites,
T,Overweight and obesity are risks factors of severe illness in patients with covid-19,
F,Overweight and obesity are risks factors of severe illness in patients without covid-19,
T,Intestinal inflammation modulates the expression of ace2 and tmprss2 and potentially overlaps with the pathogenesis of sars-cov-2 related disease,
F,Intestinal inflammation modulates the production of ace2 and tmprss2 and potentially overlaps with the pathogenesis of sars-cov-2 related disease,
T,Sars-cov-2 simulations go exascale to capture spike opening and reveal cryptic pockets across the proteome,
F,Sars-cov-2 simulations go exascale to avoid spike opening and reveal cryptic pockets across the proteome,
T,Experts divide into two camps of actionshielding versus blanket policies,
T,Poolkeh finds the optimal pooling strategy for a population-wide covid-19 testing,
F,Poolkeh finds the initial pooling strategy for a population-wide covid-19 testing,
F,Poolkeh finds the first pooling strategy for a population-wide covid-19 testing,
T,Global coronavirus death toll could be 60 % higher than reported,
F,Global coronavirus death toll could be 60 % less than reported,
F,Global coronavirus death toll could be 60 % lower than reported,
T,"In a phylogenetic network analysis of 160 complete human severe acute respiratory syndrome coronavirus 2 genomes , we find three central variants distinguished by amino acid changes , which we have named a , b , and c ...",
F,"In a phylogenetic network analysis of five complete human severe acute respiratory syndrome coronavirus 2 genomes, we find three central variants distinguished by amino acid changes, which we have named a, b, and c...",
F,"In a phylogenetic network analysis of four complete human severe acute respiratory syndrome coronavirus 2 genomes, we find three central variants distinguished by amino acid changes, which we have named a, b, and c...",
F,"In a phylogenetic network analysis of six complete human severe acute respiratory syndrome coronavirus 2 genomes, we find three central variants distinguished by amino acid changes, which we have named a, b, and c...",
T,The cellular immune response to covid-19 deciphered by single cell multi-omics across three uk centres.,
F,The cellular immune response to covid-19 deciphered by single cell multi-omics across two uk centres.,
T,University of oxford resumes vaccine trial,
F,Lack of oxford resumes vaccine trial,
F,Development of oxford resumes vaccine trial,
T,Slight reduction in sars-cov-2 exposure viral load due to masking results in a significant reduction in transmission with widespread implementation,
F,High reduction in sars-cov-2 exposure viral load due to masking results in a significant reduction in transmission with widespread implementation,
F,Significant reduction in sars-cov-2 exposure viral load due to masking results in a significant reduction in transmission with widespread implementation,
T,National smoking rates correlate inversely with covid-19 mortality,
F,National smoking rates correlate closely with covid-19 mortality,
F,National smoking rates correlate closerly with covid-19 mortality,
F,National smoking rates correlate greaterly with covid-19 mortality,
T,Cryptic transmission of novel coronavirus sars-cov-2 revealed by genomic epidemiology,
F,Viral transmission of novel coronavirus sars-cov-2 revealed by genomic epidemiology,
F,Phylogenetic transmission of novel coronavirus sars-cov-2 revealed by genomic epidemiology,
F,Initial transmission of novel coronavirus sars-cov-2 revealed by genomic epidemiology,
T,Nurses and other union workers authorize oct. 7 strike against east bay hospitals,
F,Nurses and other union workers authorize dr. 7 strike against east bay hospitals,
F,Nurses and other union workers authorize s. 7 strike against east bay hospitals,
T,Serological surveys in reunion island of the first hospitalized patients revealed that long-lived immunoglobulin g antibodies specific against sars-cov2 virus are rapidly vanishing in severe cases,
F,Serological surveys in reunion island of the first hospitalized patients revealed that long-lived immunoglobulin g antibodies specific against sars-cov2 virus are rapidly circulating in severe cases,
F,Serological surveys in reunion island of the first hospitalized patients revealed that long-lived immunoglobulin g antibodies specific against sars-cov2 virus are rapidly produced in severe cases,
F,Serological surveys in reunion island of the first hospitalized patients revealed that long-lived immunoglobulin g antibodies specific against sars-cov2 virus are rapidly transmitted in severe cases,
T,Moderna announces first participants dosed in phase 2/3 study of covid-19 vaccine candidate in adolescents,
F,Moderna announces all participants dosed in phase 2/3 study of covid-19 vaccine candidate in adolescents,
F,Moderna announces from participants dosed in phase 2/3 study of covid-19 vaccine candidate in adolescents,
T,Sars-cov-2 receptor ace2 is an interferon-stimulated gene in human airway epithelial cells and is detected in specific cell subsets across tissues,
F,Sars-cov-2 receptor ace2 is an interferon-stimulated gene in canine airway epithelial cells and is detected in specific cell subsets across tissues,
F,Sars-cov-2 receptor ace2 is an interferon-stimulated gene in human airway epithelial cells and is detected in many cell subsets across tissues,
F,Sars-cov-2 receptor ace2 is an interferon-stimulated gene in human airway epithelial cells and is detected in multiple cell subsets across tissues,
T,"Structure of sars-cov-2 orf8 , a rapidly evolving coronavirus protein implicated in immune evasion",
F,"Loss of sars-cov-2 orf8, a rapidly evolving coronavirus protein implicated in immune evasion",
F,"Mutation of sars-cov-2 orf8, a rapidly evolving coronavirus protein implicated in immune evasion",
F,"Activation of sars-cov-2 orf8, a rapidly evolving coronavirus protein implicated in immune evasion",
T,Israel is arresting palestine 's doctors fighting covid-19,
F,China is arresting palestine's doctors fighting covid-19,
F,Israel is called palestine's doctors fighting covid-19,
T,"Identification of an existing japanese pancreatitis drug , nafamostat , which is expected to prevent the transmission of new coronavirus infection",
F,"Loss of an existing japanese pancreatitis drug, nafamostat, which is expected to prevent the transmission of new coronavirus infection",
T,Sars-cov-2 infection of human ace2-transgenic mice causes severe lung inflammation and impaired function,
F,Sars-cov-2 infection of human ace2-transgenic mice prevented severe lung inflammation and impaired function,
F,Sars-cov-2 infection of human ace2-transgenic patients causes severe lung inflammation and impaired function,
F,Sars-cov-2 infection of human ace2-transgenic mice inhibited severe lung inflammation and impaired function,
T,Thrombotic microvascular injury is not mediated by thrombotic microangiopathy despite systemic complement activation in covid-19 patients,
F,Thrombotic microvascular injury is mainly mediated by thrombotic microangiopathy despite systemic complement activation in covid-19 patients,
F,Thrombotic microvascular injury is primarily mediated by thrombotic microangiopathy despite systemic complement activation in covid-19 patients,
F,Thrombotic microvascular injury is also mediated by thrombotic microangiopathy despite systemic complement activation in covid-19 patients,
T,"Serum amyloid p inhibits single stranded rna-induced lung inflammation , lung damage , and cytokine storm in mice",
F,"Serum amyloid p inhibits single stranded rna-induced lung inflammation, lung damage, and cytokine storm in patients",
T,Fda approves the emergency use of chloroquine phosphate and hydroxychloroquine sulfate for treatment of covid-19,
F,Fdaines the emergency use of chloroquine phosphate and hydroxychloroquine sulfate for treatment of covid-19,
